Student_ID,Reference Number,First Name ,Last Name ,Gender ,Marital Status,Academic Year ,Entry Semester ,Degree Type ,Course/Degree,Level offered,Student Status,current level,Preferred Entry Level,Conditional/ Unconditional ,Conditions,Application Date,Date of Birth,National ID No,Nationality,Mobile Number,Uni_Email Address,Personal Email,Sponsored Students (Yes / No),Name of Company Sponsor,Home Address 1,Home Address 2,Home Address 3,Home Address 4,Student Bursary Details,Bursary Discount %,Disability / Health Issues,Recent Education System,Most Recent Educational Institute,Qualifications,IELTS,Employment History,How did you hear about us ?,Acceptance Letter
10000065,65,Tracy,Gates,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,08/08/2017,24/02/1999,72482634267,Canada,+21 8963715,student10000065@sample.edu,stanleyjoseph@gmail.com,No,,6501 Nancy Inlet,New Melissafort,Canada,,,,00 No known disability,Canadian System,West Terri College,Canadian High School Diploma: 80% average,,,Email Campaign,Received
10000066,66,Cheryl,Rodriguez,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,14/01/2017,25/02/1993,76663475091,Philippines,+81 5013879,student10000066@sample.edu,brent13@gmail.com,No,,15999 Humphrey Crossing,West Russell,Philippines,,,,00 No known disability,Foundation Year,Annetteport College,International Baccalaureate: 35 points,6.5,,Instagram,Received
10000067,67,Lauren,Mullen,F,Married,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,05/07/2017,05/03/1992,54392127160,Pakistan,+70 2351868,student10000067@sample.edu,allendana@gmail.com,No,,359 Johnson Fall Apt. 862,Lake Lisamouth,Pakistan,,,,00 No known disability,Pakistani System,Lake Jeffrey College,Pakistani Intermediate: 80%,6.5,,Education Agent,Received
10000068,68,Tamara,Morris,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,08/07/2017,06/09/1993,38803850894,Philippines,+9 7960328,student10000068@sample.edu,houstonthomas@gmail.com,No,,114 Lee Crossing Apt. 370,Davenportport,Philippines,,,,00 No known disability,Foundation Year,Port Marymouth College,International Baccalaureate: 35 points,6.5,,Outreach Activity: Open Day,Received
10000069,69,Kaylee,Parker,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,30/07/2017,28/09/1996,63344110239,Canada,+99 1327691,student10000069@sample.edu,george02@gmail.com,No,,152 Johns Viaduct Apt. 503,Whitemouth,Canada,,,,00 No known disability,Canadian System,Lake Tamibury College,Canadian High School Diploma: 80% average,,,Outreach Activity: Open Day,Received
10000070,70,Virginia,Bowman,F,Married,2017/18,2017 September,MA (Hons),Business Management,2,Dropped out,,2,Unconditional,,15/08/2017,30/04/1994,50165498236,United Kingdom,+97 7542890,student10000070@sample.edu,kristinjones@gmail.com,No,,948 Lopez Gateway Apt. 035,North Ashley,UK,,,,ADHD,BTEC,Morganside College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Email Campaign,Received
10000071,71,Eric,Bernard,M,Single,2017/18,2017 September,MA (Hons),Business Management,2,Graduated 2019-20,Graduate,2,Unconditional,,26/06/2017,23/12/1992,67006823094,United Kingdom,+63 1486955,student10000071@sample.edu,martinezsheri@gmail.com,Yes,Chevron Corporation,71088 Harris Trafficway,New Carrieview,UK,,,,00 No known disability,BTEC,Garnerport College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Website,Received
10000072,72,Ricky,Guerrero,M,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Conditional,Mathematics proficiency test with minimum 60%,26/01/2017,10/12/1997,31129270378,United Kingdom,+80 9961107,student10000072@sample.edu,snyderashley@gmail.com,Yes,FedEx Corporation,7666 Gutierrez Field Apt. 576,Jordanton,UK,,,,00 No known disability,A-Level,New Kelly College,BTEC Extended Diploma: D*D*D*,,,LinkedIn,Received
10000073,73,Jason,Nash,M,Single,2017/18,2017 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,14/03/2017,21/11/1994,29020747010,United Kingdom,+60 4048907,student10000073@sample.edu,marshalljennifer@gmail.com,No,,2789 Chelsea Way Suite 782,Port Sharon,UK,,,,00 No known disability,A-Level,Piercebury College,"A-Level: A*AA in Mathematics, Physics, Economics",,,LinkedIn,Received
10000074,74,Laura,Wright,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Conditional,IELTS score of 6.0 or above,19/03/2017,29/08/1995,54353465017,United Kingdom,+98 7360682,student10000074@sample.edu,lisawilson@gmail.com,No,,995 Jose Mill Suite 202,Lake Michaelberg,UK,,,,00 No known disability,BTEC,New Tara College,BTEC Extended Diploma: D*D*D*,,,Social Media,Received
10000075,75,Adrienne,Davis,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,27/08/2017,04/08/1992,12019952485,United Kingdom,+96 1873851,student10000075@sample.edu,jonesandrew@gmail.com,No,,183 Christina Crossing Suite 890,New Lisa,UK,,,,00 No known disability,BTEC,Silvachester College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Email Campaign,Received
10000076,76,Joshua,Watson,M,Single,2017/18,2017 September,MA (Hons),Business Management,3,Graduated 2018-19,Graduate,3,Unconditional,,09/02/2017,03/04/1997,17094232227,Jordan,+97 1520596,student10000076@sample.edu,promero@gmail.com,No,,41932 David Points Apt. 788,North Caitlin,Jordan,,,,00 No known disability,IB,Maciasborough College,International Baccalaureate: 35 points,6.5,,Family/Friends,Received
10000077,77,Darryl,Estrada,M,Single,2017/18,2017 September,MA (Hons),Business Management,2,Graduated 2019-20,Graduate,2,Unconditional,,11/08/2017,19/01/1995,28204411906,Philippines,+61 2919136,student10000077@sample.edu,terrance46@gmail.com,No,,28950 David Route,Johnstonfort,Philippines,,,,00 No known disability,Foundation Year,Masonstad College,International Baccalaureate: 35 points,7,,Education Agent,Received
10000078,78,Kimberly,Beasley,F,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Conditional,Completion of foundation year requirements,18/02/2017,19/04/1992,60538442525,Philippines,+22 2921542,student10000078@sample.edu,danielbarnes@gmail.com,No,,52974 Jeffrey Stravenue,New Alexandria,Philippines,,,,00 No known disability,IB,Hernandezborough College,Foundation Year: 75%,7,,Education Agent,Received
10000079,79,Michele,Perry,F,Married,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,17/08/2017,03/01/1997,88649257499,Bangladesh,+87 7296605,student10000079@sample.edu,abigail49@gmail.com,No,,673 Woods Junctions Suite 225,East Jessicastad,Bangladesh,,,,00 No known disability,IB,Perryton College,International Baccalaureate: 35 points,7,,Website,Received
10000080,80,Robert,Acevedo,M,Single,2017/18,2017 September,MA (Hons),Business Management,1,Graduated 2020-21,Graduate,1,Unconditional,,13/07/2017,03/04/2000,99466623911,Philippines,+32 2709620,student10000080@sample.edu,burgesselizabeth@gmail.com,No,,0230 Christopher Expressway Suite 719,West Raymond,Philippines,,,,00 No known disability,IB,Sandrashire College,International Baccalaureate: 35 points,6.5,,School Visit,Received
10000081,81,Todd,Vega,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,11/06/2017,03/06/2000,57421030846,Egypt,+69 8186990,student10000081@sample.edu,brittney47@gmail.com,No,,3818 Allison Forest Apt. 007,Jenniferport,Egypt,,,,00 No known disability,,,,,,Social Media,Available
10000082,82,Joshua,Mcbride,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/02/2017,09/04/1992,98072430966,Jordan,+44 1212267,student10000082@sample.edu,warrennicholas@gmail.com,No,,330 Tamara Terrace,Lopezfurt,Jordan,,,,00 No known disability,,,,,,Family/Friends,Available
10000083,83,Anthony,Olson,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,20/03/2017,18/04/1993,66287860835,United Kingdom,+47 8713146,student10000083@sample.edu,rachelwilkins@gmail.com,No,,877 Erica Stream Apt. 174,Vaughnton,UK,,,,00 No known disability,,,,,,Family/Friends,Available
10000084,84,Charles,Campbell,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,09/06/2017,30/12/1998,47153431705,Bangladesh,+79 9111742,student10000084@sample.edu,april97@gmail.com,No,,8389 Miller Forest Suite 227,East Linda,Bangladesh,,,,00 No known disability,,,,,,Social Media,Available
10000085,85,Heather,Palmer,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/06/2017,26/04/1993,46904397480,United States,+42 5118725,student10000085@sample.edu,lisasmith@gmail.com,No,,397 Carl Cliff Apt. 414,Port Elizabethchester,US,,,,00 No known disability,,,,,,Website,Available
10000086,86,Michele,George,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,12/06/2017,07/07/1993,73916119262,Pakistan,+32 8796514,student10000086@sample.edu,jeremy77@gmail.com,No,,6226 Dylan Island,Cheyenneburgh,Pakistan,,,,00 No known disability,,,,,,Family/Friends,Available
10000087,87,Beth,George,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/04/2017,22/02/1999,74547774977,United Kingdom,+42 4050766,student10000087@sample.edu,ltrujillo@gmail.com,No,,538 Janet Mission Suite 104,South Aaronburgh,UK,,,,00 No known disability,,,,,,Website,Available
10000088,88,Cynthia,Carroll,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,12/03/2017,14/06/1994,54059288123,United States,+36 5635017,student10000088@sample.edu,ffernandez@gmail.com,No,,0655 Frank Lake Suite 287,South Andre,US,,,,00 No known disability,,,,,,Family/Friends,Available
10000089,89,Kristen,Tran,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/03/2017,28/08/1994,19410515698,Canada,+31 7818732,student10000089@sample.edu,adamsjenna@gmail.com,No,,76918 Tanner Mews Apt. 134,Jeffreyburgh,Canada,,,,00 No known disability,,,,,,Family/Friends,Available
10000090,90,Raymond,Allison,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,28/01/2017,21/11/2000,77390653983,United States,+83 9234615,student10000090@sample.edu,taylorsteven@gmail.com,No,,47298 Hill Falls,Dustinborough,US,,,,00 No known disability,,,,,,Website,Available
10000091,91,John,Moreno,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,30/08/2017,13/01/1999,49054366766,United States,+29 7784725,student10000091@sample.edu,kimberlylindsey@gmail.com,No,,960 Morgan Hills Apt. 772,South Tom,US,,,,00 No known disability,,,,,,Website,Available
10000092,92,Shelly,Gates,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/02/2017,08/02/1995,90161097906,Philippines,+48 8939993,student10000092@sample.edu,turnercharles@gmail.com,No,,5164 April Bypass Suite 969,South Kayla,Philippines,,,,00 No known disability,,,,,,Social Media,Available
10000093,93,Krista,Gomez,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,21/07/2017,18/04/1997,86218212326,Canada,+43 6902401,student10000093@sample.edu,yzuniga@gmail.com,No,,5489 Michael Fort Apt. 075,Port Rubenmouth,Canada,,,,00 No known disability,,,,,,Family/Friends,Available
10000094,94,Luke,Reyes,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,19/05/2017,14/03/1993,45676674087,United States,+30 3024269,student10000094@sample.edu,christopherramos@gmail.com,No,,6246 Johnson Turnpike,West Matthew,US,,,,00 No known disability,,,,,,Social Media,Available
10000095,95,Cynthia,Collins,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,04/02/2017,15/05/1998,36565016314,Philippines,+28 9123504,student10000095@sample.edu,teresakemp@gmail.com,No,,8726 Washington Points Suite 056,Lake Catherine,Philippines,,,,00 No known disability,,,,,,Social Media,Available
10000096,96,Stefanie,Orr,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,08/06/2017,15/02/1997,27096163003,Egypt,+25 5970190,student10000096@sample.edu,benjamin38@gmail.com,No,,535 Guerrero Isle,Tammytown,Egypt,,,,00 No known disability,,,,,,Family/Friends,Available
10000097,97,Annette,Jones,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,03/05/2017,02/02/1992,49425401235,Philippines,+2 9961299,student10000097@sample.edu,benjamincollins@gmail.com,No,,86087 Phillips Village Suite 049,Gibsonfort,Philippines,,,,00 No known disability,,,,,,Website,Available
10000098,98,Charles,Williams,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,10/07/2017,03/01/1992,83248631494,Bangladesh,+38 3118618,student10000098@sample.edu,josephmoore@gmail.com,No,,874 Nicholas Mill,New Mark,Bangladesh,,,,00 No known disability,,,,,,Social Media,Available
10000099,99,James,West,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,12/03/2017,14/03/1997,13748302739,United States,+74 5770422,student10000099@sample.edu,sortiz@gmail.com,No,,4866 Hernandez Forest Apt. 829,West Matthew,US,,,,00 No known disability,,,,,,Social Media,Available
10000100,100,Joshua,Cooley,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,12/06/2017,07/08/1993,54841472063,United States,+24 1861958,student10000100@sample.edu,crystalyoder@gmail.com,No,,57987 Tanner Trace Apt. 432,New Sara,US,,,,00 No known disability,,,,,,Social Media,Available
10000101,101,Christopher,Marquez,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,28/01/2017,06/01/1994,61820255459,Egypt,+63 2242892,student10000101@sample.edu,adam38@gmail.com,No,,78257 Brittany Mountain,Lake Nicholas,Egypt,,,,00 No known disability,,,,,,Website,Available
10000102,102,David,Saunders,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,03/02/2017,13/01/1994,19894898206,India,+32 2987287,student10000102@sample.edu,loganwoods@gmail.com,No,,448 Ryan Estate Suite 229,Port Evelyn,India,,,,00 No known disability,,,,,,Family/Friends,Available
10000103,103,Martha,Brewer,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,01/07/2017,10/08/1996,94208493099,Canada,+80 4786401,student10000103@sample.edu,swright@gmail.com,No,,377 Lisa Port Suite 141,Perezfurt,Canada,,,,00 No known disability,,,,,,Family/Friends,Available
10000104,104,Joseph,Dunn,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/05/2017,31/12/1994,50556177902,Canada,+76 8194570,student10000104@sample.edu,shirley59@gmail.com,No,,5250 Hayley Stream,New Zachary,Canada,,,,00 No known disability,,,,,,Website,Available
10000105,105,Samuel,Logan,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,17/04/2017,23/11/1992,26063561269,Egypt,+98 4486102,student10000105@sample.edu,ginahall@gmail.com,No,,5607 Barrett Forks Apt. 413,Wayneport,Egypt,,,,00 No known disability,,,,,,Social Media,Rejected
10000106,106,Glenda,Harris,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,06/06/2017,07/03/1993,21426451858,Philippines,+21 5024269,student10000106@sample.edu,stephenthompson@gmail.com,No,,6664 Amy Village Suite 399,West Wendyborough,Philippines,,,,00 No known disability,,,,,,Family/Friends,Rejected
10000107,107,John,Day,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,22/06/2017,02/04/1996,10672302490,Bangladesh,+53 8558197,student10000107@sample.edu,lauren16@gmail.com,No,,1555 Franklin Drive Apt. 058,Candacetown,Bangladesh,,,,00 No known disability,,,,,,Family/Friends,Rejected
10000108,108,Stephanie,Cruz,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,11/01/2017,24/01/1992,40204958203,United States,+37 5743227,student10000108@sample.edu,kirk04@gmail.com,No,,6964 Isaac Junctions,Port Chadport,US,,,,00 No known disability,,,,,,Social Media,Rejected
10000109,109,Zachary,Hawkins,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,25/06/2017,02/01/1995,43017066829,United States,+34 4318855,student10000109@sample.edu,katherine11@gmail.com,No,,6240 Crystal Fords,North Justin,US,,,,00 No known disability,,,,,,Family/Friends,Rejected
10000110,110,Jimmy,Mcguire,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,27/03/2017,30/09/1993,42403648693,United Kingdom,+83 3499627,student10000110@sample.edu,nicolemorrow@gmail.com,No,,2485 Devin River Suite 281,Thompsonfurt,UK,,,,00 No known disability,,,,,,Social Media,Rejected
10000111,111,Tiffany,Jordan,M,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,10/01/2017,02/03/1992,14601670222,Egypt,+22 6160869,student10000111@sample.edu,zmartin@gmail.com,No,,61147 Wolf Islands,North Zacharyview,Egypt,,,,00 No known disability,,,,,,Social Media,Rejected
10000112,112,Lisa,Hamilton,F,Single,2017/18,2017 September,MA (Hons),Accountancy & Finance,1,Rejected,,1,,,03/01/2017,28/02/1992,70663637027,Egypt,+89 6101803,student10000112@sample.edu,jared70@gmail.com,No,,32163 Noble Pike Suite 521,Nicholasfort,Egypt,,,,00 No known disability,,,,,,Family/Friends,Rejected
10000113,113,Brenda,Adams,F,Single,2018/19,2018 September,MA (Hons),Accountancy & Finance,1,Graduated 2021-22,Graduate,1,Conditional,IELTS score of 6.0 or above,11/08/2018,20/02/1999,16863515206,Egypt,+56 6407658,student10000113@sample.edu,johnsonthomas@gmail.com,No,,4033 Knight Station Suite 925,Port Danielport,Egypt,,,,00 No known disability,IB,Wongburgh College,International Baccalaureate: 35 points,6.5,,Alumni Referral,Received
10000114,114,Randy,Miller,M,Single,2018/19,2018 September,MA (Hons),Accountancy & Finance,1,Graduated 2021-22,Graduate,1,Unconditional,,23/08/2018,28/11/2000,91005303147,India,+76 1348050,student10000114@sample.edu,sjones@gmail.com,Yes,BP Global,67826 Fox Stream,Toddbury,India,,,,00 No known disability,Indian ICSE,Terryport College,Indian CBSE: 80%,6.5,,School Visit,Received
